OBJECTID,PARKID,PARK,CATEGORY,SUBCATEGORY,MAP_CLASS,CIVIC_NO,STREET,OWNERSHIP,CREATE_DATE,UPDATE_DATE,SOURCE,SOURCE_DATE,SHAPE.AREA,SHAPE.LEN
1,2497,KOLB GREENWAY,GREENWAY,OPEN SPACE,MINOR,,ROTHSAY AVE TO OTTAWA ST N,KITCHENER,2003-09-24,2014-05-12,OPERATIONS,2005-02-18,169285.13422546,7745.35984703316
2,2313,DINISON PARK,NEIGHBOURHOOD PARK,PLAY AREA,LOCAL,165,DINISON CRES,KITCHENER,2003-09-24,2015-08-21,OPERATIONS,2016-04-21,6755.4034198,360.530897664703
3,2448,EDMUND GREEN,GREEN (PARKETTE),PLAY AREA,LOCAL,55,EDMUND RD,KITCHENER,2003-09-24,2015-08-21,OPERATIONS,2016-04-21,1537.25711635,305.545201753738
4,5605,UNNAMED 69,OPEN SPACE,OPEN SPACE/SWM,LOCAL,,FOREST CREEK DR,KITCHENER,2011-04-27,2013-02-20,58M-505,2010-09-17,14935.53492907,493.288308007042
5,2569,IRON HORSE TRAIL,GREENWAY,OPEN SPACE/TRAIL,LOCAL,,UNION BLVD TO OTTAWA ST S,KITCHENER,2003-09-24,2014-05-12,OPERATIONS,2016-04-21,74792.57533097,8940.83617657497
6,2412,MANSION GREEN,GREEN (PARKETTE),PLAY AREA,LOCAL,11,GORDON AVE,KITCHENER,2003-09-24,2015-08-21,OPERATIONS,2016-04-21,824.44071499,176.180908325846
7,2310,FOX GLOVE PARK,NEIGHBOURHOOD PARK,PLAY AREA,MINOR,20,FOXGLOVE CRES,KITCHENER,2003-09-24,2015-08-21,OPERATIONS,2016-04-21,19760.93375966,738.746512893074
8,2299,RESURRECTION PARK,NEIGHBOURHOOD PARK,PLAY AREA,MINOR,71,RESURRECTION DR,KITCHENER,2003-09-24,2015-08-23,OPERATIONS,2016-04-21,20971.59920713,639.737022467857
9,3208,BANFFSHIRE PARK,NEIGHBOURHOOD PARK,PLAY AREA,LOCAL,85,BANFFSHIRE ST,KITCHENER,2005-06-06,2015-08-23,OPERATIONS 2008 PARK AUDIT,2008-01-11,17350.30593925,872.165535832539
10,2327,CEDARHILL PARK,NEIGHBOURHOOD PARK,PLAY AREA,LOCAL,110,CEDARHILL CRES,KITCHENER,2003-09-24,2015-08-23,OPERATIONS,2016-04-21,6520.09643918,391.689985600714
11,2335,SANDHILLS PARK,NEIGHBOURHOOD PARK,PLAY AREA,MINOR,130,CEDAR ST S,KITCHENER,2003-09-24,2015-08-21,OPERATIONS,2016-04-21,10226.61270853,624.300995248824
12,2366,OXFORD ST PARK,GREEN (PARKETTE),PUMPING STATION,LOCAL,291,OXFORD ST,KITCHENER,2003-09-24,2015-08-21,OPERATIONS,2016-04-21,2585.35552202,434.496704408884
13,2588,WATER TREATMENT CENTRE (REGION),OTHER,LIMITED ACCESS,LOCAL,368,MILL PARK RD,REGION,2003-09-24,2015-08-21,OPERATIONS,2016-04-21,90489.45115315,5148.96626132167
14,2303,UNIROYAL-GOODRICH PARK,NEIGHBOURHOOD PARK,PLAY AREA,LOCAL,250,GUELPH ST,KITCHENER,2003-09-24,2015-08-23,OPERATIONS,2016-04-21,6553.590458615,446.659037489203
15,2360,THOMAS SLEE DRIVE - SWP,NATURAL AREA,OPEN SPACE/SWM,LOCAL,,THOMAS SLEE DR,KITCHENER,2003-09-24,2015-08-21,OPERATIONS,2016-04-21,6413.53762823,327.592680585593
16,8072,STEEPLERIDGE ST SWP,OPEN SPACE,OPEN SPACE/SWM,LOCAL,,GROH DR,KITCHENER,2015-04-23,2016-03-16,58M-487,2009-11-02,5908.408088185,387.102635415622
17,2344,TOPPER WOODS,UNKNOWN,UNKNOWN,MINOR,,FOREST EDGE TRAIL,KITCHENER,2003-09-24,2016-03-16,OPERATIONS,2015-04-23,222389.72312145,2556.38845053227
18,2573,WESTWOOD PARK,NEIGHBOURHOOD PARK,PLAY AREA,MINOR,175,WESTWOOD DR,KITCHENER,2003-09-24,2016-03-16,OPERATIONS,2016-04-21,23941.170063635,1012.35785246521
19,8533,DOON SOUTH CREEK NATURAL AREA TRAIL,OPEN SPACE,OPEN SPACE/TRAIL,LOCAL,,SOUTH CREEK DR,KITCHENER,2015-08-27,2016-03-16,58M-541,2012-06-05,252.52560399,125.357203419443
20,2579,VICTORIA PARK,CITY WIDE PARK,PLAY AREA,MAJOR,92,DAVID ST,KITCHENER,2003-09-24,2014-10-17,OPERATIONS,2016-04-21,186753.670160215,3276.2604073675
21,7455,LUDOLPH PARK,NEIGHBOURHOOD PARK,PLAY AREA,MINOR,269,SEABROOK DR,KITCHENER,2015-01-07,2015-09-15,58M-579,2014-11-12,16648.89146711,548.014580513681
22,2410,LANG GREEN,TO INPUT,TO INPUT,LOCAL,69,VICTORIA ST S,KITCHENER,2003-09-24,2016-03-16,OPERATIONS,2016-04-21,178.648874425,55.0406626699819
23,2283,KIWANIS PARK,CITY WIDE PARK,PLAY AREA,MAJOR,1000,KIWANIS PARK DR,KITCHENER,2003-09-24,2016-03-16,OPERATIONS,2016-04-21,198578.542360765,2125.57136601798
24,2505,WESTHEIGHTS PARK,NEIGHBOURHOOD PARK,MINOR SPORTSFIELD,MINOR,401,WESTHEIGHTS DR,KITCHENER,2003-09-24,2016-02-03,OPERATIONS,2016-04-21,20140.863788405,636.07869150688
25,3056,HURON NATURAL AREA,NATURAL AREA,OPEN SPACE,MINOR,,TRILLIUM DR,KITCHENER,2005-02-18,2014-05-07,OPERATIONS,2008-02-08,1076885.33634715,11548.6256171142
26,6277,WOOLNER SWP,NATURAL AREA,OPEN SPACE/HAZARD LAND,MINOR,,WOOLNER TRAIL,KITCHENER,2013-04-12,2014-05-08,2012 ORTHO,2013-04-12,4114.39484137,311.588516962079
27,2439,STRASBURG CREEK NORTH BRANCH,NATURAL AREA,OPEN SPACE,MINOR,,TRILLIUM DR,KITCHENER,2003-09-24,2014-05-08,OPERATIONS,2005-01-31,114039.37159951,4413.36914395369
28,2493,IDLEWOOD GREENWAY,GREENWAY,OPEN SPACE,LOCAL,,OLDFIELD DR TO BRIERDALE DR,KITCHENER,2003-09-24,2014-05-08,OPERATIONS,2016-04-21,27069.72250161,2597.58697729137
29,2591,PIONEER MEMORIAL TOWER PARK,GREEN (PARKETTE),PLAY AREA,MAJOR,300,LOOKOUT LANE,FEDERAL GOVERNMENT,2003-09-24,2016-03-16,OPERATIONS,2016-04-21,4688.301502285,283.485254997175
30,4856,GRCA LANDS (GRCA),NATURAL AREA,OPEN SPACE,MINOR,,PIONEER TOWER RD,GRCA,2008-02-21,2016-03-16,OPERATIONS,2008-02-22,68055.236072815,2035.30479674758
31,5601,EBY WOODS,NATURAL AREA,OPEN SPACE/WOODLOT,MINOR,,GRAVEL RIDGE PL,KITCHENER,2011-04-25,2015-08-19,"LEGAL NOTICE SEPTEMBER 13, 2010",2010-09-13,43164.42398659,887.3774482568
32,5604,EBY WOODS TRAIL,OPEN SPACE,OPEN SPACE/TRAIL,LOCAL,,OTTAWA ST S,KITCHENER,2011-04-25,2015-08-19,LEGAL NOTICE PARKLAND DEDICATION 30CDM-09210,2010-09-10,2019.817149755,358.479196346204
33,2470,CROSBY PARK,NEIGHBOURHOOD PARK,PLAY AREA,MINOR,60,CROSBY DR,KITCHENER,2003-09-24,2015-08-21,OPERATIONS,2016-04-21,16785.909594835,530.127205741874
34,6994,UNNAMED 4,GREENWAY,OPEN SPACE,MINOR,,KENT AVE,KITCHENER,2014-03-13,2014-05-08,OPERATIONS,2013-03-13,9371.80089158,1142.3794224415
35,3074,HOMER WATSON PARK,NATURAL AREA,OPEN SPACE,MAJOR,,WABANAKI DR,KITCHENER,2005-02-18,2014-05-07,OPERATIONS,2005-02-18,634459.587419835,8458.87171792739
36,3089,COMMONWEALTH PARK,NEIGHBOURHOOD PARK,PLAY AREA,LOCAL,560,COMMONWEALTH CRES,KITCHENER,2005-03-07,2015-08-21,58M-344,2005-02-18,6237.0883978,457.763028704379
37,2290,DUKE PARK,NEIGHBOURHOOD PARK,PLAY AREA,LOCAL,455,DUKE ST W,KITCHENER,2003-09-24,2015-08-21,OPERATIONS,2016-04-21,3559.61092382,279.852673399164
38,4050,PAIGE PARK,NEIGHBOURHOOD PARK,PLAY AREA,LOCAL,235,PAIGE PL,KITCHENER,2006-08-30,2015-08-21,58M-411,2006-07-21,70977.735864975,1416.85490862785
39,4854,HYDRO CORRIDOR (HYDRO),OTHER,HYDRO CORRIDOR,MINOR,1824,BLEAMS RD,KITCHENER,2008-02-21,2015-08-21,OPERATIONS,2008-02-22,43856.97267583,2361.90212187314
40,2328,CONCORDIA PARK,NEIGHBOURHOOD PARK,PLAY AREA,MINOR,250,AVALON PL,KITCHENER,2003-09-24,2015-08-21,OPERATIONS,2016-04-21,23282.36012746,1221.6772834222
41,2590,KUNTZ PARK,NEIGHBOURHOOD PARK,PLAY AREA,MINOR,290,LOOKOUT LANE,KITCHENER,2003-09-24,2016-03-16,OPERATIONS,2016-04-21,21889.02550773,1021.12642826519
42,2330,COUNTRYSIDE PARK,DISTRICT PARK,PLAY AREA,MINOR,175,COUNTRYSIDE CRES,KITCHENER,2003-09-24,2015-08-21,OPERATIONS,2016-04-21,24714.590611555,688.162386703274
43,2325,ALPINE PARK,NEIGHBOURHOOD PARK,MINOR SPORTSFIELD,MINOR,175,KINGSWOOD DR,KITCHENER,2003-09-24,2015-08-21,OPERATIONS,2016-04-21,9839.082112195,680.075930934136
44,2380,CHARLES BEST PARK,NEIGHBOURHOOD PARK,PLAY AREA,LOCAL,104,STIRLING AVE S,KITCHENER,2003-09-24,2015-08-21,OPERATIONS,2016-04-21,6303.65734431,438.015182051794
45,2532,PIONEER TOWER NATURAL AREA,NATURAL AREA,OPEN SPACE,LOCAL,,LOOKOUT LANE,KITCHENER,2003-09-24,2016-03-16,OPERATIONS,2016-04-21,166684.64237736,2208.95130215573
46,5586,TILT TRAIL,GREENWAY,OPEN SPACE/TRAIL,MINOR,,TILT DR,KITCHENER,2011-04-25,2013-02-20,58M-502,2010-09-14,9537.187728845,1035.0519580433
47,5503,DETWEILER NATURAL AREA,NATURAL AREA,OPEN SPACE,MINOR,,WESTFOREST TRAIL,KITCHENER,2010-09-19,2014-05-07,OPERATIONS,2016-04-21,99919.889588035,4117.69711400386
48,5417,ROBERT FERRIE DR - SWP AT NEW DUNDEE RD,OPEN SPACE,OPEN SPACE/SWM,LOCAL,,ROBERT FERRIE DR,KITCHENER,2010-07-13,2015-09-01,30T-07202,2009-11-04,5413.79032069,296.180993512277
49,3302,EDEN OAK PARK,NEIGHBOURHOOD PARK,UNKNOWN,LOCAL,,EDEN OAK TRAIL,KITCHENER,2005-11-22,2015-09-01,OPERATIONS,2013-06-08,17502.3115955,549.189716945785
50,5492,EASTFOREST PARK NATURAL AREA,NATURAL AREA,OPEN SPACE/WOODLOT,MINOR,140,EASTFOREST TRAIL,KITCHENER,2010-09-19,2014-05-07,OPERATIONS,2016-04-21,12820.933807185,632.838425005121
51,2432,BLUE SPRING WOODS,NATURAL AREA,OPEN SPACE,MINOR,,KEEWATIN AVE,KITCHENER,2003-09-24,2014-05-07,OPERATIONS,2016-04-21,20797.44347581,693.971322949483
52,2498,DENLOW TRAIL,GREENWAY,OPEN SPACE/TRAIL,LOCAL,,OTTAWA ST,KITCHENER,2003-09-24,2014-05-07,OPERATIONS,2016-04-21,11287.76449631,1587.38485692309
53,7535,UNNAMED 96,OPEN SPACE,OPEN SPACE/TRAIL,LOCAL,,OLD ZELLER DR,KITCHENER,2015-01-23,2015-01-23,58M-566,2013-11-29,10532.871243365,885.95339566138
54,5613,UNNAMED 71,NEIGHBOURHOOD PARK,PLAY AREA,LOCAL,,PIONEER GROVE CRT,KITCHENER,2011-07-07,2015-09-01,58M-519,2011-03-28,703.81954079,113.950892748565
55,2437,BRIDGEPORT SPORTSFIELD (GRCA),OTHER,MAJOR SPORTSFIELD,MINOR,70,BRIDGE ST E,GRCA,2003-09-24,2015-08-21,OPERATIONS,2016-04-21,135963.34451465,1747.63373095461
56,5498,ERINBROOK PARK GREENWAY,GREENWAY,OPEN SPACE,MINOR,,ERINBROOK DR,KITCHENER,2010-09-19,2014-05-07,OPERATIONS,2016-04-21,9356.63676704,1122.59586512296
57,3649,JANINE ST PARK,NEIGHBOURHOOD PARK,PLAY AREA,MINOR,111,JANINE ST,KITCHENER,2006-05-23,2015-08-21,30T-00201,2006-02-24,1498.31887472,164.466989827528
58,2558,PINNACLE HILL NATURAL AREA,NATURAL AREA,OPEN SPACE,MINOR,,HOMER WATSON BLVD,KITCHENER,2003-09-24,2014-05-08,OPERATIONS,2016-04-21,247416.67204527,5269.27736880251
59,4038,JOSEPH SCHOERG PARK,NEIGHBOURHOOD PARK,PLAY AREA,MINOR,,JOSEPH SCHOERG CRES,KITCHENER,2006-08-21,2015-09-01,PLANNING,2016-04-21,13496.061784005,510.244038088775
60,2469,ERINBROOK PARK,NEIGHBOURHOOD PARK,PLAY AREA,MINOR,,ERINBROOK DR,KITCHENER,2003-09-24,2015-09-01,OPERATIONS,2016-04-21,21585.07436636,1014.32830866024
61,2557,PINEDALE PARK,NEIGHBOURHOOD PARK,PLAY AREA,LOCAL,,PINEDALE DR,KITCHENER,2003-09-24,2015-09-01,OPERATIONS,2016-04-21,5377.41461414,493.124245128463
62,5537,TILT TRAIL PARK AND GREENWAY,GREENWAY,UNKNOWN,LOCAL,,ELMBANK TRAIL,KITCHENER,2010-09-19,2015-08-07,58M-570,2014-01-06,12218.22602086,901.126483425931
63,6996,UNNAMED 6,GREENWAY,OPEN SPACE,MINOR,,NYBERG ST,KITCHENER,2014-03-13,2014-05-07,OPERATIONS,2013-03-13,1945.33678587,339.857737967262
64,5523,KUNTZ PARK NATURAL AREA,NATURAL AREA,OPEN SPACE,MINOR,,LOOKOUT LANE,KITCHENER,2010-09-19,2014-05-12,OPERATIONS,2016-04-21,13281.09233021,820.553868091478
65,5296,HENRY STURM GREENWAY - RESURRECTION,GREENWAY,OPEN SPACE,MINOR,,WEST AVE,KITCHENER,2009-02-25,2014-05-12,OPERATIONS,2016-04-21,25510.546508865,989.489169365791
66,5521,IDLEWOOD PARK NATURAL AREA,NATURAL AREA,OPEN SPACE,MAJOR,,RIVER RD E,KITCHENER,2010-09-19,2014-05-12,OPERATIONS,2016-04-21,484303.51767925,7625.21081644568
67,6992,VICTORIA GREEN,GREEN,OPEN SPACE,MINOR,,DAVID ST,KITCHENER,2009-02-23,2014-05-12,OPERATIONS,2014-03-13,5730.080122035,414.035394117271
68,6998,UNNAMED 2,GREENWAY,OPEN SPACE,MINOR,,STIRLING AVE S,KITCHENER,2014-03-13,2014-05-12,OPERATIONS,2013-03-13,1782.856017605,260.967711475092
69,2520,IDLEWOOD CREEK,NATURAL AREA,OPEN SPACE,MINOR,,FAIRWAY RD N TO DAIMLER DR,KITCHENER/PRIVATE,2003-09-24,2016-02-22,OPERATIONS,2016-04-21,142248.77279085,4600.10031832101
70,5526,HUCK PARK NATURAL AREA,NATURAL AREA,OPEN SPACE,MINOR,,LYNNVALLEY CRES,KITCHENER,2010-09-19,2014-05-12,OPERATIONS,2016-04-21,12288.51579747,698.840314716833
71,2319,WILLOW GREEN,GREEN (PARKETTE),PASSIVE AREA,LOCAL,,STIRLING AVE S,KITCHENER,2003-09-24,2014-05-12,OPERATIONS,2016-04-21,440.75549791,97.276819520554
72,2391,BRIGADOON PARK,NEIGHBOURHOOD PARK,PLAY AREA,MINOR,,MAXWELL DR,KITCHENER,2003-09-24,2015-09-01,OPERATIONS,2016-04-21,23891.81395998,1075.79248020953
73,2584,MEINZINGER PARK  (MTO),NEIGHBOURHOOD PARK,MINOR SPORTSFIELD,LOCAL,,AVALON PL,PROVINCE OF ONTARIO,2003-09-24,2015-09-01,OPERATIONS,2016-04-21,24794.344836355,795.280681154517
74,5290,MIKE WAGNER GREEN,GREENWAY,OPEN SPACE,MINOR,,MILL ST,KITCHENER,2009-02-23,2014-05-12,OPERATIONS,2016-04-21,24068.240596775,2227.93108132591
75,2485,TILT'S BUSH,NATURAL AREA,OPEN SPACE/WOODLOT,MAJOR,,BLACK WALNUT DR,KITCHENER,2003-09-24,2015-02-12,OPERATIONS,2016-04-21,490773.822373965,7002.93789043909
76,2562,ROCKWAY GARDENS,CITY WIDE PARK,PARK,LOCAL,7,FLORAL CRES,KITCHENER,2010-09-19,2014-07-15,KPMP,2010-06-01,29043.20783445,2908.9215180304
77,2513,HEARTH GREEN,GREENWAY,OPEN SPACE,LOCAL,,ADMIRAL RD,KITCHENER,2003-09-24,2014-05-12,OPERATIONS,2016-04-21,13471.70885961,1198.84066674048
78,5544,HEARTHWOOD - SWP,NATURAL AREA,OPEN SPACE/HAZARD LAND,MINOR,,HEARTHWOOD DR,KITCHENER,2010-09-19,2015-02-12,OPERATIONS,2016-04-21,36842.47826961,906.215985204348
79,2517,LAURENTIAN WETLAND,NATURAL AREA,OPEN SPACE/WETLAND,MAJOR,,DAVID BERGEY DR,KITCHENER,2003-09-24,2015-02-12,OPERATIONS,2016-04-21,197853.929349855,2335.58163431314
80,2343,SCHNEIDER CREEK MANITOU GREENWAY,GREENWAY,OPEN SPACE,MINOR,,WABANAKI DR,KITCHENER,2003-09-24,2015-02-12,OPERATIONS,2016-04-21,76914.577995565,2067.97551641967
81,4706,FALLOWFIELD NATURAL AREA PARK,NATURAL AREA,OPEN SPACE/WOODLOT,LOCAL,,FALLVIEW CRT,KITCHENER,2007-02-08,2015-03-26,LEGAL NOTICE - TWO PARTS CONVEYED SEPARATELY,2011-06-09,21088.810902405,810.801120656036
82,5539,(HYDRO),OTHER,HYDRO CORRIDOR,MINOR,,GREEN WATER ST,KITCHENER/HYDRO,2010-09-19,2015-07-07,58M-570,2014-01-06,11508.35105602,751.274287883886
83,2452,CIVIC CENTRE PARK,NEIGHBOURHOOD PARK,PLAY AREA,LOCAL,101,QUEEN ST N,KITCHENER,2003-09-24,2015-05-06,OPERATIONS,2016-04-21,7492.75294911,493.748847888608
84,3027,WOODFIELD COURT WOODLAND,NATURAL AREA,OPEN SPACE/WOODLOT,MINOR,,WOODFIELD ST,KITCHENER,2005-01-31,2014-02-12,58M-262,2003-01-30,15658.802537935,636.26920166504
85,5831,UNNAMED 74,NATURAL AREA,OPEN SPACE/SWM,LOCAL,,BLOCK LINE RD,KITCHENER,2011-11-16,2013-12-16,58M-520,2011-06-06,4095.10756806,400.617557337258
86,5564,(HYDRO),OTHER,HYDRO CORRIDOR,MINOR,,THOMAS SLEE DR,KITCHENER/HYDRO,2010-11-24,2015-07-07,58M-487,2009-11-02,5709.612191835,348.376874821566
87,2442,RADCLIFFE PARK,NEIGHBOURHOOD PARK,PLAY AREA,MINOR,70,RADCLIFFE DR,KITCHENER,2003-09-24,2015-08-21,OPERATIONS,2016-04-21,17866.754722735,735.91154083135
88,5560,(HYDRO),OTHER,HYDRO CORRIDOR,MINOR,,THOMAS SLEE DR,KITCHENER/HYDRO,2010-11-24,2015-07-07,58M-487,2009-11-02,8316.091585245,465.166337510554
89,2445,THISTLE DOWN GREEN - SWP,NEIGHBOURHOOD PARK,OPEN SPACE/SWM,MINOR,,THISTLE DOWN DR.,KITCHENER,2003-09-24,2015-09-01,OPERATIONS,2016-04-21,12970.09859985,742.29350634926
90,4689,UNNAMED 72,NEIGHBOURHOOD PARK,PLAY AREA,LOCAL,,BLOCK LINE RD,KITCHENER,2007-02-06,2015-09-01,58M-520,2011-06-06,3910.586971945,330.017385745823
91,2384,BANKSIDE PARK,NEIGHBOURHOOD PARK,PLAY AREA,LOCAL,292,BANKSIDE DR,KITCHENER,2003-09-24,2015-08-21,OPERATIONS,2016-04-21,3790.01529603,287.081770532011
92,2301,SOUTHRIDGE PARK,NEIGHBOURHOOD PARK,PLAY AREA,LOCAL,1455,QUEENS BLVD,KITCHENER,2003-09-24,2015-08-21,OPERATIONS,2016-04-21,6584.37365338,333.253166463921
93,2307,FENWICK GREEN,GREEN (PARKETTE),PLAY AREA,LOCAL,140,FENWICK CRT,KITCHENER,2003-09-24,2015-08-21,OPERATIONS,2016-04-21,3141.822562265,289.327406448828
94,2287,CEDAR CREST PARK,NEIGHBOURHOOD PARK,PLAY AREA,MINOR,92,CEDAR CREST ST,KITCHENER,2003-09-24,2015-08-21,OPERATIONS,2016-04-21,6286.640931995,551.456830722291
95,2531,WHEATFIELD PARK,NEIGHBOURHOOD PARK,PLAY AREA,MINOR,103,WHEATFIELD CRES,KITCHENER,2003-09-24,2015-08-21,OPERATIONS,2016-04-21,13273.12333945,616.821090370841
96,2280,SPRINGWOOD PARK,NATURAL AREA,OPEN SPACE,MINOR,,WELLINGTON ST N,KITCHENER,2003-09-24,2014-05-07,OPERATIONS,2016-04-21,79498.52417089,1565.85389267482
97,5516,PIONEER PARK NATURAL AREA,NATURAL AREA,OPEN SPACE,MINOR,,GREEN VALLEY DR,KITCHENER,2010-09-19,2014-05-07,OPERATIONS,2016-04-21,4037.3528797,379.835281957253
98,2433,CHICOPEE PARK (GRCA),OTHER,MAJOR SPORTSFIELD,MAJOR,395,MORRISON RD,GRCA,2003-09-24,2014-05-07,OPERATIONS,2016-04-21,665048.51326898,6490.64890490859
99,5502,RADDATZ PARK NATURAL AREA,NATURAL AREA,OPEN SPACE,MINOR,,GAGE AVE,KITCHENER,2010-09-19,2015-07-31,OPERATIONS,2016-04-21,17212.60997957,870.512214930662
100,5522,MEINZINGER PARK NATURAL AREA,NATURAL AREA,OPEN SPACE,MINOR,,HOMER WATSON BLVD,KITCHENER,2010-09-19,2015-07-31,OPERATIONS,2016-04-21,61813.745304385,1895.36986196333
101,2305,WINDALE PARK,NEIGHBOURHOOD PARK,PLAY AREA,LOCAL,76,WINDALE CRES,KITCHENER,2003-09-24,2015-07-31,OPERATIONS AND BLOCK 44 58M-442 WR327110,2016-04-21,7145.21222896,649.018971644313
102,2440,VANIER PARK,NEIGHBOURHOOD PARK,PLAY AREA,MINOR,329,VANIER DR,KITCHENER,2003-09-24,2015-07-31,OPERATIONS,2016-04-21,14225.792679885,773.605751051812
103,6674,UNNAMED 79,OPEN SPACE,OPEN SPACE/SWM,LOCAL,,SEABROOK DR,KITCHENER,2013-12-09,2016-03-14,58M-562,2013-10-29,16032.43910355,563.498131206426
104,2572,UPPER CANADA PARK,NEIGHBOURHOOD PARK,PLAY AREA,MINOR,,PIONEER DR,KITCHENER,2003-09-24,2015-07-31,OPERATIONS,2016-04-21,24820.543646585,1093.29581529813
105,5562,DOON SOUTH CREEK NATURAL AREA,NATURAL AREA,OPEN SPACE,LOCAL,,GROH DR,KITCHENER,2010-11-24,2016-03-14,58M-487,2009-11-02,21280.51569316,964.298116231611
106,2457,WESTMOUNT DRAIN,GREENWAY,OPEN SPACE,LOCAL,,VICTORIA ST S,KITCHENER,2003-09-24,2014-05-07,OPERATIONS,2016-04-21,6532.965906685,755.903645962145
107,5496,DRYDEN NATURAL AREA,NATURAL AREA,OPEN SPACE,LOCAL,,COURTLAND AVE E,KITCHENER,2010-09-19,2014-05-07,OPERATIONS,2016-04-21,3692.78237329,315.407228917179
