X,Y,OBJECTID,NAME,TYPE,ADDRESS,URL,ARENA,BALL_DIAMOND,BASKETBALL_COURT,CRICKET_PITCH,GYMNASIUM,SPORT_FIELD_INDOOR,SPORT_FIELD_OUTDOOR,PARK_SPACE,PICNIC_AREA,PLAYGROUND,SPLASH_PAD,SWIMMING_POOL_INDOOR,SWIMMING_POOL_OUTDOOR,TENNIS_COURT,TRACK_INDOOR,TRACK_OUTDOOR
-80.532010077973311,43.467150778690332,1,Waterloo Park,Park,50 Young St W,http://www.waterloo.ca/en/gettingactive/waterloopark.asp,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
-80.532624566756667,43.464095100264316,2,Waterloo Memorial Recreation Complex,Facility,101 Father David Bauer Dr,http://www.waterloo.ca/en/gettingactive/waterloomemorialrecreationcomplex.asp,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No
-80.511051513884084,43.474047757314509,3,Moses Springer Community Centre,Facility,150 Lincoln Rd,http://www.waterloo.ca/en/gettingactive/mosesspringercommunitycentre.asp,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No
-80.493107312397953,43.48578935605039,4,Manulife Financial Soccer and Sports Centre,Facility,185 Bridge St,http://www.waterloo.ca/en/gettingactive/bechtelpark.asp,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No
-80.502217915219191,43.519418121833098,5,RIM Park Manulife Financial Sportsplex,Facility,2001 University Ave E,http://www.waterloo.ca/en/gettingactive/rimpark.asp,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No
-80.544659937614838,43.488902441571774,6,Albert McCormick Community Centre,Facility,500 Parkside Dr,http://www.waterloo.ca/en/gettingactive/albertmccormickcommunitycentre.asp,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
-80.547518309693885,43.487746153392905,7,Heasley Park,Park,455 Parkside Dr,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No
-80.517704150148717,43.484568039369357,8,Hillside Park,Park,352 Marsland Dr,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
-80.521263138758371,43.487469492768035,9,Forwell Park,Park,244 Dearborn Blvd,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.523069782919819,43.495448955201269,10,Kingscourt Park,Park,385 Kingscourt Dr,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.502145397445943,43.493429361703363,11,Dunvegan Park,Park,362 Dunvegan Dr,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No
-80.493790955415818,43.49384644924254,12,Auburn Park,Park,316 Auburn Dr,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.489549139579893,43.489370055200673,13,University Downs Park,Park,240 Auburn Dr,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.484304485356517,43.488170505139664,14,Exmoor Park,Park,448 Exmoor St,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.4828318573296,43.493182735635493,15,Carriage Way Park,Park,216 Carriage Way,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.495864953280048,43.499979276502138,16,Wintermeyer Park,Park,495 Forestlawn Rd,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.491989128006566,43.499991820902636,17,Maverick Park,Park,311 Maverick St,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.505803053772098,43.50531849699653,18,Eastbridge Green,Park,416 Eastbridge Blvd,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.504863612190974,43.50792770249997,19,Chesapeake Park,Park,530 Chesapeake Dr,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.501471755462745,43.508780728122879,20,Bluenose Park,Park,612 Bluenose Crt,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.503064894034665,43.515214676172242,21,Whitecap Park,Park,814 Whitecap Ave,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.50113175278571,43.513815403151789,22,Angler Way Park,Park,741 Angler Way,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.505767661088441,43.515445999481123,23,Atlantic Park,Park,934 Atlantic Blvd,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.515216429256469,43.512686510718822,24,Haida Park,Park,631 Breakwater Cres,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.522683927100715,43.508616251663732,25,Deer Run Park,Park,611 Deer Run Dr,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.516931051130513,43.495291434436119,26,Bluestream Park,Park,476 Bluestream Rd,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.519329379885491,43.500236378904347,27,Anndale Park,Park,284 Grant Cres,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.50774994317689,43.495232824845679,28,Lexington Park,Park,291 Lexington Rd,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No
-80.501531039835712,43.489515816326957,29,Sandowne Park,Park,315 Sandowne Dr,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.518813409672362,43.470471869839187,30,Brighton Park,Park,135 Brighton St,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.511171555961695,43.467740518527584,31,Glen Acres Park,Park,63 Weber St S,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.515026553233128,43.463361364629307,32,Mary Allen Park,Park,95 Allen St E,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.52423898061781,43.460485012043513,33,Alexandra Park,Park,47 Alexandra Ave,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.541549417605495,43.455349408769067,34,Culpepper Park,Park,106 Culpepper Dr,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.550270654987202,43.449647934101577,35,Thorndale Park,Park,41 Thorndale Dr,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.552929664457125,43.443812289955851,36,Red River Park,Park,500 Red River Dr,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
-80.55677843265488,43.447180974437998,37,Westvale Park,Park,270 Westvale Dr,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.549800470001131,43.441820777432319,38,Bolingbrooke Park,Park,470 Westvale Dr,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.544957372943458,43.447061241136488,39,Warrington Park,Park,397 Warrington Dr,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
-80.562299921017413,43.444104815090213,40,West Wind Park,Park,565 Westfield Dr,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.564659832487507,43.4502347249555,41,Rummelhardt Park,Park,590 Beechwood Dr,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.563223582409648,43.452244435690751,42,McCrae Park,Park,137 Sandford Flemming Dr,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No
-80.57085264477449,43.451840150089758,43,Royal Beech Park,Park,74 Erbsville Road,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.573228392179914,43.4522068783495,44,Lausanne Park,Park,424 Lausanne Cres,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.576095399682856,43.448865173507485,45,Bordeaux Park,Park,395 Sauve Cres,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.570442106464384,43.4477517315988,46,Pinerow Park,Park,643 Pinerow Cr,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.57828829566283,43.456934029658726,47,Bonn Park,Park,725 Karlsfeld Rd,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.583679651504923,43.454919765530541,48,Interlaken Park,Park,662 Interlaken Drive,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.585167226011166,43.456657855281684,49,Klosters Park,Park,786 Klosters Dr,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.572049238856124,43.469114952101997,50,Laurelwood Park,Park,405 Gatestone Blvd,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No
-80.58577540732314,43.46480555812326,51,Basswood Park,Park,629 Basswood St,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.587577556390102,43.46412998487601,52,Star Flower Park,Park,665 Star Flower Ave,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.588910256759746,43.464424866863411,53,Butternut Park,Park,842 Butternut Ave,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.587492456884618,43.465564413108204,54,White Elm Park,Park,635 White Elm Boulevard,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.590720611061073,43.465717134433376,55,Royal Fern Park,Park,659 Royal Fern St,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.590082204488866,43.464617236071007,56,Mountain Maple Park,Park,628 Mountian Maple Ave,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.591020234981045,43.462786015936821,57,Black Cherry Park,Park,699 Black Cherry St,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.588260798351257,43.461788263277079,58,Salzburg Park,Park,699 Salzburg Dr,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.592213934388255,43.461339863861802,59,Columbia Forest Court Park,Park,819 Columbia Forest Court,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.592294996398522,43.467196253598892,60,Blue Beech Park,Park,529 Blue Beech Blvd,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.597062460467541,43.473205768284146,61,Creekside Park,Park,916 Creekside Dr,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.599194502594145,43.472604816028955,62,Winterberry Park,Park,614 Winterberry Ave,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.585818654149364,43.471359555773724,63,Old Oak Park,Park,505 Laurelwood Dr,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No
-80.590374580176615,43.474878095822859,64,Birchmount Park,Park,826 Birchmount Dr,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.601819345527673,43.473167457524994,65,Goldthread Park,Park,606 Goldthread St,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.601670491892932,43.470927481899345,66,Woolgrass Park,Park,555 Woolgrass Ave,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.604835870663209,43.462282949818857,67,Autumn Willow Park,Park,844 Autumn WIllow Dr,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.561517857133978,43.459750941577681,68,Regency Park,Park,211 Roxton Dr,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No
-80.558219595089795,43.466007985298646,69,Old Post Park,Park,307 Craigleith Dr,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.560891009192872,43.478737434946432,70,Westmount Sports Park,Park,440 Westmount Rd N,http://www.waterloo.ca/en/gettingactive/westmountsportspark.asp,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No
-80.563018379606589,43.490484922403859,71,Northfield Park,Park,335 Northfield Dr ,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No
-80.556089454439487,43.486400076535595,72,Canewood Park,Park,592 A Canewood Cres,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.567270594110695,43.49256258906761,73,Cornerbrook Park,Park,137 Cornerbrook Cr,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.588519130013935,43.48906858798702,74,Wasaga Park,Park,541 Wasaga Cres,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.575720617617463,43.492723998750982,75,Conservation Meadows Park,Park,"350 Conservation Dr
350 Conservation Dr",http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No
-80.56244948966868,43.497209760379278,76,Pinebrook Park,Park,635 Sprucehurst Cres,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No
-80.570804383493595,43.498604154132458,77,Jacob Green,Park,675 Jacob Lane,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.554963298446509,43.498228547936726,78,Lakeshore Optimist Park,Park,280 Northlake Dr,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No
-80.596928623379412,43.470598395943469,79,Abraham Erb School,School,710 Laurelwood Dr,http://abe.wrdsb.ca,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No
-80.59592276786907,43.471954693228383,80,Sir John A. MacDonald School,School,650 Laurelwood Dr,http://jam.wrdsb.ca,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes
-80.499676899658013,43.474259881236677,81,Bluevale Collegiate Institute,School,80 Bluevale St N,http://bci.wrdsb.ca,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes
-80.55215898477077,43.488008135664522,82,Cedarbrae Public School,School,230 Cedarbrae Ave,http://ced.wrdsb.ca,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No
-80.603474883812325,43.486589916960924,83,Creekside Church,Park,660 Conservation Drive,http://www.waterloo.ca/en/gettingactive/neighbourhoodparks.asp,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
